Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
Tuan,768,Spain,Female,44,6,185078.26,1,1,1,178045.97,0
Fraser,769,France,Male,31,4,113488.68,2,1,1,7118.02,0
Watkins,545,France,Male,37,3,149641.53,1,1,0,105476.65,0
Onio,633,Germany,Female,29,0,125175.58,1,1,0,193362.99,0
Greece,743,Spain,Female,36,8,120074.97,1,1,1,33693.78,0
Hsieh,578,Germany,Female,36,8,82844.33,1,1,1,143683.75,0
Sokolov,707,Germany,Female,51,10,114435.47,1,0,0,70778.63,1
Crotty,699,Germany,Female,31,10,61671.19,2,1,0,189392.66,0
Herrera,487,Spain,Female,36,1,99824.45,1,1,0,194073.33,0
Carter,477,Spain,Male,31,9,103097.85,2,0,1,184061.17,0
Ojiofor,454,Germany,Female,50,10,90018.45,1,1,0,154344,1
Pagan,713,France,Female,32,1,112689.95,1,0,0,149558.83,1
Komarova,680,Germany,Male,44,0,206329.65,2,1,1,33391.38,0
Okwudiliolisa,848,Spain,Male,22,7,146780.52,1,1,1,185510.34,0
Carter,568,Spain,Male,39,5,108477.49,2,1,1,129569.92,0
Lo Duca,534,Spain,Male,34,5,122029.15,1,0,1,5240.53,0
Smeaton,752,Spain,Male,36,2,68138.37,2,1,1,45570.84,0
Eberechukwu,731,France,Female,38,10,95053.1,2,1,0,171340.68,1
Rizzo,605,Spain,Female,36,9,91955.61,2,0,1,35521.63,0
Carpenter,817,Germany,Female,46,0,148163.57,1,0,1,87941.85,1
Murray,531,France,Male,29,3,152812.58,1,0,0,75585.48,0
K?,794,France,Male,35,6,144962.74,2,1,1,68730.91,0
Lori,639,Spain,Male,34,7,86394.14,2,0,0,156648.81,0
Nkemakolam,684,France,Male,60,2,116234.61,1,1,0,120257.7,1
Mazure,627,Spain,Male,49,4,123785.24,1,0,1,146680.25,0
Ko,625,Spain,Female,49,2,95441.27,1,1,1,20018.79,0
Kuo,740,Germany,Female,36,4,145751.03,1,0,0,94554.74,1
Johnson,561,Spain,Female,33,6,80790.74,2,1,0,45261.47,0
McGill,624,Germany,Female,45,5,163034.82,1,1,0,68794.15,0
Nwebube,500,Germany,Male,44,9,86616.35,2,1,0,196261.64,0
Banks,652,Spain,Male,28,8,112595.85,2,1,0,198251.52,0
Hardy,733,Germany,Female,30,1,95900.04,1,1,0,21556.95,0
Gerasimova,531,Germany,Female,32,0,153855.52,2,1,1,172049.84,0
Pisani,548,Germany,Female,33,0,118866.36,1,1,0,42749.85,0
McGregor,676,France,Female,37,5,95377.13,1,1,1,169583.18,1
Chikezie,850,Germany,Female,35,2,193213.02,1,0,0,12639.67,1
Simmons,522,Spain,Male,30,3,137847.41,2,1,0,145490.85,0
Davidson,850,France,Male,31,6,188455.19,2,1,1,178747.43,0
Persse,739,France,Male,42,2,115144.68,2,1,0,172149.76,0
Anenechi,694,Spain,Male,57,8,143390.51,1,1,1,117704.65,0
Wang,746,France,Male,48,5,78990.15,1,1,0,153786.46,1
Esposito,732,Germany,Male,50,6,106070.89,1,0,0,91936.1,1
Arcuri,575,France,Male,29,4,131513.26,2,1,1,50368.87,0
Ts'ai,661,Spain,Female,42,9,167539.97,1,1,0,27608.12,1
Iadanza,677,France,Male,30,1,114493.68,1,0,1,174225.88,0
Mack,550,France,Male,32,8,135889.13,1,1,1,199138.84,0
Greene,691,France,Male,50,6,84719.98,1,1,1,2704.98,0
Beneventi,590,France,Male,47,0,140681.68,1,1,1,8214.46,0
Kerr,572,Spain,Male,35,4,99557.94,1,1,0,128123.66,0
Sutherland,593,Spain,Male,32,10,82559.42,1,1,0,166850.57,0
Madukwe,613,France,Male,41,7,99580.13,2,1,0,60297.72,0
Tokaryev,735,Spain,Male,29,10,111568.01,2,1,1,95025.27,0
Hsueh,789,Germany,Female,37,6,101952.97,1,1,1,71121.04,1
Onuoha,553,France,Male,42,1,76989.97,2,0,0,23822.04,0
Gibbons,628,Germany,Female,51,10,141389.06,2,0,0,12628.61,1
Hill,697,France,Male,36,7,114212.6,2,1,1,74760.32,0
Tang,654,France,Male,55,3,104449.8,1,1,1,3299.01,0
Grant,662,Spain,Male,38,4,106288.54,2,1,0,136259.65,0
Herz,755,France,Female,28,7,165358.77,1,0,1,188850.89,0
Clark,687,Germany,Female,27,9,71996.09,2,0,0,126494.82,0
Mitchell,773,France,Male,33,9,137841.53,2,1,1,1118.31,0
Chiemenam,681,France,Male,34,7,106301.85,2,0,0,130686.59,0
Armstrong,850,France,Male,36,7,190227.46,1,1,1,40812.9,0
Tsou,682,France,Male,50,6,73194.99,2,0,1,124151.37,0
McGregor,567,France,Male,54,9,146622.35,1,0,0,52035.29,1
Parkes,683,France,Male,41,6,107141.27,2,1,1,184366.14,0
Bergamaschi,637,Germany,Male,35,8,147972.19,2,1,1,84760.7,0
Otutodilichukwu,636,Spain,Male,60,7,171653.17,1,1,1,141364.62,1
Udinesi,713,Spain,Female,48,1,164704.38,1,0,0,157381.14,1
Watson,674,France,Male,45,7,96769.04,1,1,1,102591.9,1
Lo,769,Spain,Male,38,6,147285.52,2,0,0,104393.78,0
Arcuri,485,Germany,Male,34,3,96353.8,1,1,0,70209.83,0
Napolitani,650,Spain,Female,50,7,152283.39,1,0,0,42028.16,0
Wan,538,Spain,Male,43,5,70417.79,2,1,0,126933.73,0
Austin,640,Spain,Male,47,6,112871.19,1,1,0,116286.25,0
Shelby,777,France,Male,29,2,121927.92,2,1,0,124489.88,0
Thompson,569,Spain,Male,31,1,132122.42,1,0,0,145528.22,0
Chikwendu,644,Spain,Female,46,6,111812.52,1,0,0,156787.34,1
Vigano,558,Germany,Female,32,1,75263.16,1,1,1,6935.31,0
Simmons,731,Germany,Female,49,4,149436.73,1,1,1,33759.41,1
Lucchesi,517,Germany,Male,53,0,174912.72,1,1,0,54676.1,1
Bazile,686,Germany,Male,33,9,149105.08,2,0,1,184036.47,0
Ricci,835,France,Male,25,7,140007.19,2,1,1,83449.65,0
Wright,526,Germany,Male,34,3,116229.85,1,1,1,46772.36,0
Ross,677,France,Male,58,9,72286.84,1,0,1,168650.4,0
Thurgood,738,Spain,Male,35,3,72535.45,1,1,1,15650.73,0
Zarate,534,France,Female,42,9,132436.34,1,0,1,12483.39,1
Ni,712,France,Male,29,3,98854.34,1,1,1,189680.79,0
Scott,432,France,Female,27,6,131873.07,2,0,0,53874.67,0
Hu,664,France,Male,55,8,86607.39,2,1,1,139161.64,0
Udinesi,642,France,Female,33,4,71269.89,2,0,1,60059.47,0
Aitken,650,Germany,Female,35,3,154776.42,2,1,1,24482.16,0
Griffin,663,Germany,Male,37,7,62321.62,2,0,1,176487.05,0
Butusov,600,France,Male,29,8,118469.38,2,0,1,34747.43,0
Dilke,627,France,Male,41,3,92246.14,2,1,0,132719.8,0
Padovesi,635,Germany,Male,43,5,199229.14,2,0,0,153265.31,0
Samoylova,515,Germany,Male,37,2,111018.98,1,1,1,188366.04,1
Dulhunty,650,Spain,Male,41,9,137933.39,2,0,1,191599.67,0
Nagy,679,Spain,Male,39,5,115285.85,2,1,1,100060.54,0
Ferri,698,Spain,Female,39,9,36566.96,1,0,0,90212.38,0
Cashin,718,France,Male,37,8,95295.39,2,1,1,142.81,0
Williams,610,France,Male,36,4,99897.53,2,1,0,102638.35,0
Chibueze,765,France,Male,40,6,99046.31,1,1,1,67972.45,0
Sal,769,Germany,Female,34,7,137712.01,1,1,1,71379.92,1
Lynch,663,France,Male,39,4,54901.01,1,1,0,76884.05,0
Ifeatu,614,Germany,Female,44,6,83325.77,1,1,0,133591.11,1
Elizabeth,521,Spain,Male,29,3,84102.11,1,1,0,154271.41,0
Morrison,718,France,Male,35,3,178827.79,1,1,1,53511.74,0
Clark,697,France,Male,42,9,126041.02,2,0,0,174667.65,0
Amadi,850,France,Male,19,8,89039.9,1,1,1,68569.89,0
Thornton,641,Germany,Female,40,2,88466.82,1,1,0,159773.14,0
Boyle,699,France,Male,35,5,148826.32,2,1,1,78397.24,0
Golovanov,479,France,Male,40,1,86714.06,2,0,0,114996.43,0
Duffy,537,Spain,Male,42,1,90544,1,0,1,127154.8,0
Mello,728,Germany,Male,32,5,148564.66,1,1,1,156124.93,0
Sykes,615,France,Male,64,0,152303.8,2,0,1,35896.09,0
Kashiwagi,714,Spain,Male,29,4,70541.06,2,1,1,37605.9,0
Liang,567,Spain,Male,43,2,99713.87,2,0,0,174606.35,0
Barwell,542,France,Female,43,8,90305.76,1,0,1,10350.74,0
Wan,702,France,Male,40,3,175159.9,1,0,1,146056.29,0
Trevisani,587,Spain,Male,48,1,81589.04,2,1,1,8908,0
Napolitano,725,France,Male,38,6,153972.89,2,1,1,158697.28,0
McMillan,718,Spain,Female,39,2,126113.28,1,1,1,52138.49,0
Nazarova,587,Spain,Male,51,3,132906.88,1,0,1,148798.45,0
Olisaemeka,573,Germany,Female,35,9,167557.12,2,0,1,102986.15,0
Argyle,604,Spain,Female,34,3,124119.54,2,1,0,38587.7,0
Toscani,498,Germany,Male,25,8,109819.16,1,1,1,132210.49,0
Ma,712,France,Male,33,3,112291.34,1,1,0,79176.09,1
Howells,698,Spain,Male,27,6,137657.71,2,0,0,27654.44,0
Read,496,France,Male,31,5,102251.57,2,1,0,93713.13,0
Doherty,606,Germany,Male,48,4,122661.39,1,0,0,36091.91,1
Beede,418,France,Male,35,7,122449.31,2,1,1,88878.15,0
Romani,481,France,Male,44,9,156021.31,1,1,0,65500.53,1
McMillan,645,Spain,Male,49,8,141078.57,2,1,0,162012.6,0
Myers,739,France,Female,36,0,112755.34,2,0,0,133465.57,0
Swain,623,France,Male,23,1,115680.81,2,0,1,191415.94,0
Ibrahimova,562,Germany,Male,35,3,111582.11,1,0,1,177112.7,0
Gorshkov,706,Germany,Male,32,5,136789.14,2,1,1,104181.78,0
McMorran,513,Spain,Male,72,3,176666.62,1,1,1,81251.24,0
Taylor,497,Spain,Male,27,7,53013.29,1,0,0,167522.19,0
Paterson,587,France,Male,38,0,102050.47,2,1,0,47414.15,0
Fang,648,France,Female,39,6,197200.04,2,1,1,153955.38,1
Coles,640,Germany,Male,48,1,151802.29,1,0,1,135995.58,0
Okwuoma,629,France,Male,46,1,123401.43,1,1,1,161125.67,1
Franz,787,Germany,Male,43,0,170557.91,1,1,0,20955.03,1
Belov,653,Germany,Female,37,3,104291.41,2,1,0,134625.09,1
Barry,757,Germany,Male,26,8,150005.38,2,1,1,127059.04,0
Golubev,718,Germany,Male,63,7,123246.7,1,1,1,100538.8,0
James,526,Germany,Female,35,9,139959.55,1,1,0,40980.87,1
Ozerova,630,France,Male,31,0,111183.53,2,1,1,34475.14,0
Greenwood,585,Spain,Female,44,4,92347.96,2,0,1,101728.46,0
Mancini,718,Spain,Female,49,10,120787.18,1,0,1,11144.4,0
Henderson,781,France,Male,20,0,60013.81,2,1,1,108301.45,0
Gordon,658,France,Male,44,2,141005.47,1,1,1,14178.73,0
Castiglione,652,Spain,Male,37,7,128647.98,2,1,0,68789.93,0
T'ien,678,France,Female,46,1,150777.72,2,0,0,82106.19,0
Wright,772,Germany,Female,48,6,111501.66,1,1,0,184564.67,1
Chinomso,680,France,Male,31,9,73059.38,2,1,0,36145.53,0
Abramovich,604,Spain,Female,26,3,71083.98,2,1,0,155248.62,0
Warren,783,France,Male,38,9,108131.53,1,1,0,153269.98,0
Lloyd,732,Spain,Female,69,9,88421.81,1,0,1,110932.24,1
Onuoha,625,France,Female,40,7,116248.88,1,0,1,177397.49,0
Chiu,608,France,Male,33,4,32197.64,1,0,1,130474.03,0
Schneider,779,Germany,Male,37,7,136325.48,2,1,0,135925.72,0
Iloerika,805,Spain,Male,26,2,162261.01,2,1,1,25042.1,0
He,542,France,Female,59,2,89364.91,2,1,0,7905.06,1
French,627,France,Male,33,5,171932.26,2,1,1,103737.82,0
Abramova,661,Germany,Male,41,5,149364.58,2,0,1,120646.4,0
Denisov,614,France,Male,36,1,109162.82,1,1,0,146134.68,0
Hao,592,Germany,Female,70,5,105204.01,2,1,0,105096.82,1
Jamison,504,Germany,Female,43,7,71902.52,1,1,0,194690.77,1
Nwebube,644,Spain,Male,37,9,143835.47,2,1,1,96442.86,0
Muse,750,Germany,Female,52,6,64119.38,1,1,0,126233.18,1
Degtyarev,850,Germany,Male,39,3,98765.84,2,1,1,120380.12,0
Gaffney,808,Germany,Female,37,2,113193.51,1,1,0,35140.49,1
Pugh,537,Germany,Male,66,8,113113.12,2,1,1,130664.79,0
Wright,676,Germany,Female,48,2,75381.15,1,1,0,15068.53,1
Mahmood,739,France,Female,20,4,164011.48,1,0,1,150245.81,0
Capon,730,Spain,Male,42,4,85089.3,2,0,1,85982.47,0
Meng,579,Spain,Male,33,1,123177.01,2,1,1,54816.57,0
Ch'eng,464,Germany,Male,33,8,123049.21,2,1,1,3710.34,0
Ts'ao,651,France,Male,28,10,110864.38,1,1,1,74687.37,0
McCulloch,634,Spain,Female,35,10,64808.32,1,1,0,82634.41,0
Chao,461,Germany,Female,74,1,101116.06,2,1,1,196767.83,0
Anayolisa,625,France,Female,58,10,140700.61,1,1,1,192072.1,1
Favors,537,France,Male,37,3,133111.73,2,1,1,20603.32,0
See,778,Germany,Male,31,9,120623.21,2,1,0,190631.23,0
Hsieh,667,Spain,Female,40,1,105317.73,1,1,0,19162.89,0
Ireland,674,France,Male,28,5,88381.21,1,1,1,151925.25,0
Wei,441,France,Male,60,1,103688.19,1,0,1,174381.23,0
Kerr,651,Spain,Male,42,2,203715.15,2,1,0,43612.06,0
Nwabugwu,607,Germany,Male,40,5,143680.47,1,0,1,181598.25,0
McNaughtan,771,Spain,Female,47,3,101231.77,2,1,1,107874.39,0
Galloway,526,Germany,Male,61,6,98400.61,2,1,1,45180.8,0
Maconochie,527,Germany,Male,58,3,155584.21,1,1,1,126144.96,0
Lung,457,Spain,Male,44,7,62052.28,2,0,0,185992.36,0
Ho,796,France,Male,30,2,85141.79,2,1,0,62905.29,0
Lorenzo,792,Spain,Male,36,5,110150.43,1,0,1,67468.67,0
Murray,635,Spain,Male,24,4,124314.45,1,1,1,142935.83,0
Wentworth-Shields,741,Spain,Male,53,3,152606.82,2,1,1,38913.68,0
Sazonova,850,France,Male,41,3,98807.45,2,1,0,128892.36,0
Ikechukwu,791,Germany,Female,42,10,135070.58,2,0,1,139946.68,1
Warner,647,Spain,Female,26,8,104832.49,1,1,1,136592.24,1
Gorshkov,712,France,Male,35,7,170295.04,1,1,1,69320.97,0
Harrison,705,Germany,Male,48,9,143923.96,1,0,0,173273.2,1
Macnamara,740,Germany,Female,57,3,131307.11,2,1,1,65121.63,1
Ts'ui,759,France,Male,40,4,125141.24,2,1,0,124615.59,0
Alexeieva,699,France,Male,30,9,139180.2,1,1,1,108162.13,0
Myers,598,Germany,Male,20,8,133191.19,2,1,1,29552.7,0
Egobudike,609,France,Male,39,3,63609.92,1,1,1,138399.67,0
Rapuokwu,749,France,Male,37,10,127087.06,2,1,1,134526.87,0
Walpole,657,France,Male,34,3,160272.27,1,1,0,153895.46,0
Scott,695,France,Male,29,5,127523.75,2,1,1,6770.44,0
Morgan,807,France,Female,36,4,113607.47,2,0,1,147007.33,0
Chimaraoke,697,France,Female,25,1,136576.02,2,0,0,87803.32,0
Ukaegbunam,758,France,Male,35,7,111063.73,2,1,0,77951.84,0
Kerr,671,Spain,Female,31,4,110829.52,2,0,1,79270.02,0
Nwabugwu,805,Spain,Female,39,5,131908.35,1,1,0,14109.85,1
Herz,629,Germany,Male,35,8,110123.59,1,1,1,91001.02,0
Leckie,768,Germany,Male,37,9,93051.64,1,1,0,41788.25,1
Curtis,800,Spain,Female,46,6,40105.51,2,1,0,171928.04,0
Sabbatini,772,Germany,Male,42,3,66582.81,2,1,0,92888.52,1
Ross,748,France,Female,26,1,155393.98,1,0,1,183049.41,0
Cox,650,Spain,Female,32,4,159492.79,1,1,1,118324.75,0
Lung,639,Germany,Male,27,3,71460.67,1,0,1,85208.93,0
Fu,784,Spain,Male,23,2,112650.89,1,1,1,6847.73,0
Shih,592,France,Male,27,3,101440.36,2,1,1,19645.65,0
Power,530,Spain,Male,44,6,121313.88,2,0,0,55893.37,0
Nnamdi,642,France,Male,30,8,40488.76,2,1,0,174738.2,0
Nebechi,659,Germany,Female,39,1,145644.05,1,1,0,20652.69,0
McIntyre,630,France,Female,40,0,101438,1,0,1,60032.46,1
Kung,590,Spain,Male,30,3,117559.05,2,1,0,83090.35,0
Watson,490,Spain,Male,31,3,109341.87,1,0,1,114066.77,0
Brown,663,France,Male,26,5,151215.34,1,1,0,440.2,0
Yeh,510,France,Male,44,6,171325.98,2,1,1,175518.31,0
Craig,850,Germany,Female,35,7,63438.91,1,0,1,129660.59,0
Buckley,673,France,Male,32,8,139106.19,1,1,0,116969.73,0
Frolov,626,Spain,Male,29,7,115142.9,2,1,0,49361.84,0
Holman,571,France,Female,33,9,105245.21,2,0,1,77519.62,0
Flemming,723,Germany,Female,68,3,180614.04,1,0,0,141977.54,1
Shepherd,592,Germany,Female,34,6,94348.94,2,1,1,102628.98,0
Ball,619,Germany,Male,40,9,175477.15,2,0,0,140947.05,0
Palermo,693,Spain,Female,46,3,131039.97,1,1,0,180736.24,0
Fancher,574,France,Male,26,8,108071.36,1,1,1,43093.67,0
Golovanov,508,France,Male,26,7,137492.35,1,1,0,156424.4,0
Su,731,France,Male,29,5,127201.58,1,0,0,112010.02,0
Botts,683,Germany,Male,73,9,92398.08,1,1,1,51999.5,0
Coupp,662,Spain,Male,33,3,138843.7,2,0,1,68064.83,0
Ch'en,789,Germany,Male,33,8,74430.1,1,1,0,4389.4,0
Gell,618,France,Female,24,7,130461.02,1,0,1,37147.61,0
Hughes,749,Spain,Male,38,9,154870.28,1,1,1,13549.34,0
McDonald,793,Spain,Male,63,0,131899,2,0,1,27166.75,0
K'ung,612,Spain,Female,62,0,148116.48,2,1,1,192892.05,0
Galkina,564,France,Female,53,2,153316.14,1,1,1,41055.71,1
Martin,734,Spain,Female,39,3,121399.98,2,1,1,125671.29,0
Fan,664,France,Male,40,7,102630.13,1,1,0,122073.48,0
Marino,543,Germany,Male,49,6,133299.67,1,1,0,104253.56,0
Su,508,Germany,Female,41,5,134208.22,2,1,0,187776.49,0
Shih,807,France,Male,43,1,134919.85,2,1,0,34888.04,1
Clark,656,France,Male,41,2,103772.45,2,1,0,158973.77,0
Nebechi,837,France,Male,26,4,63832.43,2,1,0,175477.03,0
King,684,France,Male,45,6,124737.96,1,1,0,183575.01,0
Stone,636,France,Male,44,2,165312.27,2,0,0,86414.41,0
Hay,622,France,Female,39,9,114822.64,2,0,0,38882.34,0
Douglas,757,France,Male,31,10,125095.94,2,0,0,192519.39,0
Gant,750,Spain,Male,22,3,151027.56,1,1,0,128643.35,1
Castiglione,728,France,Male,30,10,118082.89,1,0,1,37662.49,0
Benson,750,France,Male,22,5,127758.09,2,0,1,105125.65,0
Johnston,621,Germany,Male,46,6,82596.8,1,0,0,34580.8,1
McGregor,586,France,Male,58,7,108396.67,1,1,0,162960.05,1
Hu,706,Germany,Female,56,3,114330.95,1,1,1,86383.61,0
Wood,800,France,Female,29,2,135179.49,2,0,0,167773.55,0
Lane,757,France,Male,28,7,84745.03,2,1,1,131249.46,0
Montague,481,Spain,Male,39,1,93791.38,1,1,1,123995.15,0
Nicholls,697,France,Male,27,8,131411.24,2,1,0,90591.15,0
Scott,710,Spain,Male,23,6,59385.98,2,1,1,134188.11,0
Alekseyeva,677,France,Male,37,3,119024.75,1,0,1,117946.3,0
Samuel,826,Spain,Female,29,4,54817.55,1,0,1,190200.53,0
Shaffer,732,Germany,Female,61,9,136911.07,2,1,1,157527.6,1
Calabresi,492,Germany,Female,38,8,116465.53,2,1,0,188974.81,0
Clendinnen,662,France,Male,29,5,143391.07,1,1,0,10928.3,0
Flannery,796,Germany,Male,39,5,114609.55,2,0,0,105080.53,0
Traeger,759,France,Female,33,9,102185.42,2,0,0,93541.14,0
Stephens,535,Germany,Male,48,5,124923.35,1,1,1,58203.67,1
Long,682,France,Female,64,10,144427.96,1,0,1,66040.83,0
Tien,609,Spain,Male,32,4,148061.89,1,1,1,120594.85,0
Sopuluchukwu,485,Spain,Female,30,7,108235.91,1,1,0,107067.37,0
Lu,461,Spain,Female,25,6,112262.84,2,1,1,15306.29,0
Celis,594,Spain,Female,24,0,154344.49,1,1,1,71405.17,0
Allan,667,France,Male,24,4,101979.16,2,0,0,180329.83,0
Kodilinyechukwu,721,Spain,Male,51,0,104430.08,1,1,0,109078.35,1
Maslova,850,Spain,Male,38,1,96127.27,1,0,1,103902.11,0
King,599,Spain,Female,37,2,135637,2,1,1,143739.29,0
Dellucci,705,Germany,Male,35,4,103176.62,2,1,0,116672.02,0
L?,484,Germany,Male,54,3,131945.94,1,0,0,49954.79,1
Okechukwu,613,Spain,Male,19,5,95328.6,1,1,1,176903.35,0
Chu,529,Spain,Male,35,5,78939.15,1,1,1,112781.5,0
Ugonna,693,Germany,Male,44,5,108239.11,2,1,1,46998.13,1
Lorenzo,665,Germany,Female,27,2,158351.02,1,0,0,187508.06,0
Ko,678,Germany,Female,54,1,111201.41,2,0,1,105221.76,0
Genovese,830,Spain,Male,40,4,157404.02,2,0,1,81622.52,0
Beneventi,643,France,Male,62,9,97956.5,2,0,0,155870.82,0
Kent,540,Spain,Male,28,8,159434.03,2,0,0,197588.32,0
T'ang,504,Germany,Male,32,8,136820.99,2,0,1,15658.99,0
Perez,664,France,Male,24,7,125739.26,1,0,1,35611.35,0
H?,724,Germany,Male,31,2,136709.35,2,0,1,64831.36,0
Hansen,759,France,Female,38,1,88294.6,1,0,0,91561.91,0
Rossi,581,France,Male,35,4,79551.12,2,0,1,86383.82,0
Gilbert,768,Germany,Female,47,5,109528.16,1,1,0,48137.08,1
Yashina,701,France,Male,51,9,111061.01,2,0,0,61961.57,0
Riggs,613,Germany,Male,38,9,108862.76,1,1,0,78566.64,1
Liu,590,France,Male,47,3,122447.76,2,1,0,171774.5,0
Arcuri,602,Spain,Male,34,8,137148.68,1,1,0,39542,0
Ward,604,France,Male,28,7,110031.09,2,0,0,58595.64,0
Cooper,643,France,Male,36,0,103544.88,1,0,0,55835.66,0
Hsieh,424,Spain,Male,34,7,143421.74,1,1,1,16250.61,0
Oliver,805,Germany,Female,45,9,135962.4,1,1,0,189428.75,1
Afanasyev,850,Germany,Female,47,4,80001.23,2,1,1,122141.13,0
Konovalova,490,France,Male,33,1,86977.96,2,1,1,80792.83,0
Parkhill,693,Germany,Male,40,0,122717.53,1,0,0,27345.18,1
Palmer,600,Spain,Male,36,4,46323.57,2,1,0,143635.36,0
Calabrese,657,Spain,Male,67,5,126605.14,2,1,1,107534.32,0
Tseng,615,Spain,Male,51,6,156265.31,1,1,1,169149.38,0
Hsu,579,Germany,Male,31,6,102918.38,1,0,1,135815.38,0
McClinton,590,Spain,Male,34,0,105405.97,2,0,1,160346.3,0
Morley,724,Spain,Male,36,1,127160.78,2,1,0,52462.25,0
Mitchell,635,Spain,Female,34,5,99886.42,2,1,0,15733.19,0
Stephenson,634,Spain,Male,36,2,122185.53,1,1,0,15887.68,0
Conway,639,Spain,Female,54,2,144037.6,2,1,1,53843.71,0
Marshall,683,Germany,Female,35,5,104414.03,1,0,1,182566.76,0
Pan,655,Germany,Female,30,1,117524.72,2,1,1,184259.6,0
Hobson,597,Germany,Male,52,8,154953.94,2,1,1,161083.53,0
Rowley,756,France,Male,31,10,117304.29,1,0,0,61666.87,0
Hill,633,France,Male,35,3,129855.72,2,1,1,36249.76,0
Kao,645,Germany,Male,28,7,90212,2,1,1,34490.06,0
Chukwuhaenye,712,Spain,Male,45,6,77652.4,1,0,0,198398.68,0
Robinson,696,Germany,Female,35,4,145330.43,1,1,0,69079.85,0
Gilchrist,474,Germany,Female,37,5,103560.57,2,1,1,110953.33,0
Light,657,France,Male,32,3,91522.04,2,1,1,73127.61,0
Gallo,760,Spain,Male,43,6,151249.45,1,1,1,157337.29,0
Humphreys,696,Germany,Male,32,8,111348.15,1,1,1,115916.55,0
Trentino,621,Germany,Female,30,2,82231.51,2,1,1,165257.31,0
Gordon,509,France,Male,35,8,88243.29,2,0,1,67431.28,0
Feng,541,France,Male,37,9,119496.87,1,1,1,73551.44,0
Romano,794,Spain,Female,46,8,157842.07,1,1,1,46386.37,0
Vasilyev,518,France,Male,40,4,116358,2,0,1,194416.58,0
Miller,501,France,Female,40,2,150148.51,2,0,0,141946.92,0
Rossi,705,France,Male,32,3,62610.96,2,0,0,129576.99,0
Uchechukwu,636,France,Female,20,10,127095.14,1,0,0,100566.81,0
O'Donnell,767,France,Male,36,3,88594.93,1,0,0,65147.27,0
Chiang,651,Spain,Male,23,4,104013.79,2,1,0,70400.86,0
Sutherland,613,Germany,Male,28,7,81042.42,2,1,1,185483.24,0
Mai,607,Germany,Male,36,10,86102.27,2,0,0,198313.69,0
Pike,386,Spain,Female,53,1,111629.29,1,1,1,62514.65,1
Boni,515,France,Male,40,0,139153.68,1,1,1,166370.81,0
Su,797,Spain,Female,31,8,136808.53,2,1,0,117916.63,0
Walker,543,Germany,Female,57,1,166328.65,2,1,1,120657.32,1
Mazzanti,451,Germany,Female,38,9,92467.58,1,1,1,167538.66,0
Clark,668,France,Male,42,8,93147,1,1,1,32900.41,1
Leach,622,Spain,Female,41,9,98495.72,2,1,1,155786.39,0
Hudson,647,Spain,Male,47,5,106545.53,2,1,1,157360.9,0
Ferguson,613,Germany,Female,20,0,143292.95,1,0,0,113557.7,1
Mistry,718,France,Male,35,8,73937.02,2,1,0,94820.85,0
Holmwood,537,Germany,Female,47,6,68065.8,1,1,0,16259.64,1
Poole,717,Spain,Female,39,6,111388.18,2,1,0,93275.61,0
Chung,602,Germany,Male,32,7,112152.89,2,1,0,113781.99,0
Trevisani,643,Spain,Female,32,2,102278.79,1,0,0,131301.74,0
Wilson,728,Spain,Female,37,4,113625.93,1,0,0,4539.38,0
Ayers,523,France,Male,39,3,92526.15,2,1,0,6726.53,0
Chu,742,Germany,Female,21,1,124140.57,1,1,0,31520.4,0
Rooke,594,Germany,Male,40,0,115761.51,2,1,1,83508.93,0
Martinez,676,France,Male,33,6,79871.02,1,0,0,79099.64,0
Cocci,745,Spain,Female,59,8,98009.13,1,1,1,36124.98,0
Ch'ien,720,France,Male,26,10,126076.24,2,1,0,45507.24,0
Giles,656,Germany,Male,27,4,171646.76,2,1,1,160835.3,0
Roberts,674,France,Male,46,2,76798.92,1,1,0,90189.72,1
Teng,764,Spain,Male,29,5,163630.76,2,1,0,65868.28,0
Calabresi,732,France,Male,46,0,127837.54,2,1,1,184350.78,0
She,714,Spain,Male,34,5,122109.78,2,1,0,193040.32,0
Rossi,451,Spain,Female,23,9,134204.67,2,0,1,48021.71,0
Carpenter,694,France,Male,36,3,150844.94,1,1,1,117140.41,0
Chukwukadibia,529,Germany,Male,29,4,133313.34,1,0,0,112813.79,1
Rossi,706,Germany,Female,46,4,180303.24,1,1,0,108699.59,1
Cunningham,648,Spain,Male,46,9,90723.36,2,1,0,77405.95,1
Nnonso,636,France,Male,43,6,176134.54,2,1,0,43128.95,0
Castles,526,Germany,Male,50,5,117551.23,1,0,1,159456.87,1
Lin,669,Spain,Male,25,7,121542.57,2,1,0,124382.9,0
Pokrovsky,711,France,Male,36,9,114023.64,1,1,1,46884.1,0
Chan,496,France,Male,30,0,134446.04,1,0,1,27802,0
Savage,594,Spain,Female,49,2,117810.79,2,0,1,123214.74,0
Parkin,550,Spain,Male,39,2,55732.92,2,1,1,195638.13,0
Trejo,693,France,Male,43,6,162442.35,1,1,0,36342.79,0
Lawley,667,Germany,Female,42,10,99208.46,2,0,0,26022.37,0
Yen,558,France,Male,40,6,94486.47,2,1,0,173844.89,0
